Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,class_id
586.8,591.8,741.4,873.8,725.8,446.0,247.0,102.6,827.2,591.6,734.4,375.2,388.6,689.6,324.0,546.6,188.2,851.2,973.2,686.4,234.8,824.2,131.6,846.4,910.2,14
427.8,482.6,383.8,886.2,271.4,525.6,834.2,785.4,40.8,478.6,390.6,335.2,864.6,6.2,746.4,225.4,99.6,53.2,733.6,977.2,12.6,350.8,632.6,942.8,80.4,14
138.6,785.0,225.8,139.0,717.8,503.8,430.4,716.2,429.0,806.2,118.0,967.4,69.4,673.4,483.0,523.4,854.4,771.4,408.2,738.4,235.2,780.4,741.4,766.6,136.2,14
534.4,134.2,338.4,431.0,810.8,826.4,664.6,111.6,52.8,237.4,140.4,142.2,410.6,137.8,717.8,661.4,146.0,763.8,116.0,96.4,29.6,278.0,5.6,50.4,202.2,14
4.4,284.0,819.4,113.4,189.6,834.4,489.2,4.8,724.8,594.4,202.4,865.8,177.0,386.8,745.0,302.4,67.2,154.8,821.2,64.4,298.6,500.8,121.4,333.0,592.4,14
569.8,584.2,524.4,822.8,38.0,27.8,821.0,640.0,508.8,817.4,648.6,83.0,179.2,283.4,104.8,855.8,648.6,908.4,653.2,166.6,847.2,624.6,666.0,311.8,596.6,14
276.2,683.2,810.6,680.8,728.6,748.4,162.4,269.6,747.6,365.8,764.4,585.2,567.4,693.4,854.8,357.6,755.4,36.8,805.4,719.4,60.8,905.6,812.4,830.0,205.0,14
99.2,389.8,146.0,69.2,789.0,154.4,897.0,126.4,550.6,4.6,363.4,807.8,191.2,701.8,216.6,592.0,805.0,904.6,547.6,559.2,734.6,95.2,392.0,602.6,870.4,14
338.0,103.6,4.2,775.4,721.4,514.8,768.0,454.8,131.0,86.2,552.2,846.4,118.6,547.4,750.4,34.8,823.8,768.0,776.8,559.6,571.8,468.4,590.2,633.0,136.2,14
129.0,557.6,219.2,205.2,891.8,9.6,307.2,442.0,368.8,675.2,636.4,831.4,63.6,546.0,138.6,803.2,751.2,252.0,888.4,285.8,544.6,388.8,286.2,380.8,27.8,15
735.8,837.8,889.4,695.2,889.8,814.0,273.4,792.4,436.0,386.2,63.2,639.4,683.6,422.0,856.6,457.6,155.4,164.4,737.4,176.2,387.8,14.0,435.2,599.2,352.2,15
45.2,883.0,615.8,440.8,818.4,187.8,759.8,4.2,345.2,141.8,336.0,435.8,850.4,179.8,819.6,42.8,722.6,128.8,543.6,509.2,821.2,154.6,779.8,839.4,635.0,15
945.8,893.2,945.0,646.2,815.0,264.6,804.0,164.2,23.2,7.2,521.8,368.4,680.4,814.8,702.2,32.4,979.2,572.4,721.4,943.4,819.8,300.2,31.4,454.0,54.2,15
4.4,632.0,187.8,874.6,177.6,20.0,162.8,515.2,758.0,184.0,262.4,67.4,5.4,526.8,358.4,695.6,540.4,456.6,439.6,331.6,772.4,542.8,101.6,129.0,141.0,15
214.0,356.6,85.2,843.6,804.2,490.0,150.4,11.4,287.0,572.4,843.4,21.6,841.8,164.8,331.8,397.8,205.2,108.0,620.0,351.4,723.2,621.8,634.8,813.6,457.2,15
63.2,885.8,803.8,21.0,850.4,487.6,755.6,416.0,625.6,59.6,126.8,43.6,139.0,556.2,90.2,732.6,745.4,541.4,24.0,796.2,1014.6,804.6,291.0,258.6,520.0,15
406.4,30.8,546.8,527.4,345.6,202.8,684.0,967.2,881.8,869.8,42.8,914.4,13.6,77.6,38.2,616.4,956.4,636.2,654.8,807.8,543.2,540.2,588.6,107.6,907.4,15
158.4,827.2,826.6,556.4,795.4,606.8,723.8,141.8,344.2,728.0,138.8,492.6,186.6,730.2,278.0,907.6,868.0,208.0,848.6,4.6,394.2,59.2,893.6,718.4,463.6,15
860.4,259.2,649.4,918.2,883.0,323.6,331.6,475.6,153.6,533.0,712.8,823.0,15.0,576.4,848.8,20.0,864.0,56.8,80.0,835.8,775.8,805.0,143.2,511.6,767.0,15
745.8,248.8,676.8,424.0,884.6,505.6,122.8,806.8,902.0,684.6,810.4,158.2,9.6,499.0,453.8,36.4,14.2,763.8,908.8,23.6,73.2,251.0,916.2,221.8,737.6,16
138.8,135.0,530.8,645.8,62.4,539.4,69.8,247.0,931.4,580.2,136.8,828.4,532.4,105.6,779.2,770.4,120.8,192.2,87.4,851.6,615.8,819.2,211.0,886.2,796.4,16
952.0,948.0,894.6,423.0,734.6,654.2,758.6,946.0,670.8,579.8,89.2,806.4,873.8,599.0,671.2,369.8,903.0,850.0,4.4,269.4,92.0,733.0,365.6,881.4,78.8,16
834.8,928.0,44.6,737.6,740.0,47.8,852.0,217.6,73.8,519.6,572.0,449.8,784.2,101.8,601.0,591.8,518.2,88.4,593.2,646.8,642.4,231.2,484.2,402.2,530.2,16
666.8,192.6,808.6,243.0,617.4,214.0,640.8,71.0,243.4,127.0,360.4,397.0,5.0,794.0,178.4,306.2,619.4,667.4,631.0,670.4,730.6,9.2,102.0,533.8,773.2,16
757.4,375.6,468.6,627.0,834.4,311.0,609.4,756.0,138.4,633.0,148.4,5.2,330.4,137.8,178.2,618.8,899.2,376.6,5.0,887.8,824.4,445.2,154.8,904.4,38.4,16
871.0,835.4,788.8,92.2,905.0,883.4,303.2,827.6,481.2,522.6,134.4,367.0,847.0,889.8,440.4,796.2,617.8,812.4,405.4,801.8,681.0,415.0,887.6,366.6,290.0,16
321.4,952.8,793.6,138.2,863.0,616.8,326.6,24.2,719.4,739.4,727.8,356.4,767.6,606.4,341.4,4.2,805.2,546.4,132.6,745.0,244.6,354.8,469.6,197.4,886.4,16
482.0,607.6,141.8,5.0,516.4,590.6,39.6,938.4,310.0,745.6,635.4,74.0,560.4,391.2,391.6,226.4,318.6,668.0,741.4,527.0,146.6,117.4,89.4,428.6,35.4,16
716.0,127.0,722.6,351.0,574.0,672.2,614.8,810.6,360.6,281.6,963.4,748.0,241.8,137.6,496.4,240.4,33.6,122.2,829.6,708.8,517.6,524.6,116.2,193.2,266.0,16
